province,municipality,id,primary,secondary,lat,lng,precise,contact
Maguindanao,Datu Odin Sinsuat,"Datu Odin Sinsuat, Maguindanao",COMELEC Office Datu Odin Sinsuat,"OEO, COMELEC, Datu Odin Sinsuat, Maguindanao",7.0236629,124.315955,FALSE,
Maguindanao,Datu Paglas,"Datu Paglas, Maguindanao",COMELEC Office Datu Paglas,"OEO, COMELEC, Datu Paglas, Maguindanao",6.7459219,124.8702611,FALSE,
Maguindanao,Datu Piang,"Datu Piang, Maguindanao",COMELEC Office Datu Piang,"OEO, COMELEC, Datu Piang, Maguindanao",7.0289352,124.499516,FALSE,
Maguindanao,Datu Salibo,"Datu Salibo, Maguindanao",COMELEC Office Datu Salibo,"Old Municipal Hall, Sambulawan, Datu Salibo, Maguindanao",6.9998201,124.4855536,TRUE,
Maguindanao,Datu Saudi Ampatuan,"Datu Saudi Ampatuan, Maguindanao",COMELEC Office Datu Saudi Ampatuan,"Maguindanao Municipal Compound, Barangay Salbu, Datu SaudiAmpatuan, Maguindanao",6.926576,124.4141114,TRUE,
Maguindanao,Datu Unsay,"Datu Unsay, Maguindanao",COMELEC Office Datu Unsay,"Datu Unsay Municipal Hall, Brgy. META, Datu Unsay, Maguindanao",6.8902183,124.4325809,TRUE,
Maguindanao,General SK Pendatun,"General SK Pendatun, Maguindanao",COMELEC Office General SK Pendatun,"OEO, COMELEC, Gen S.K.Pendatun, Maguindanao",6.8260712,124.7526288,FALSE,
Maguindanao,Guindulungan,"Guindulungan, Maguindanao",COMELEC Office Guindulungan,"Tambunan II, Guindulungan, Maguindanao",6.95907,124.3983678,FALSE,
Maguindanao,Kabuntalan,"Kabuntalan, Maguindanao",COMELEC Office Kabuntalan,"Municipal Hall, Bagumbayan, Kabuntalan, Maguindanao",7.1176167,124.3844802,TRUE,
Maguindanao,Mamasapano,"Mamasapano, Maguindanao",COMELEC Office Mamasapano,"OEO, COMELEC, Mamasapano, Maguindanao",6.9207646,124.5157214,FALSE,
Maguindanao,Mangudadatu,"Mangudadatu, Maguindanao",COMELEC Office Mangudadatu,"Maguindanao Municipal Hall, Tumabao, Mangudadatu, Maguindanao",6.6467834,124.7859734,TRUE,
Maguindanao,Matanog,"Matanog, Maguindanao",COMELEC Office Matanog,"Municipal Hall, Teba, Bugasan Sur, Matanog, Maguindanao",7.4663531,124.2565929,TRUE,
Maguindanao,Northern Kabuntalan,"Northern Kabuntalan, Maguindanao",COMELEC Office Northern Kabuntalan,"OEO, COMELEC, ern Kabuntalan, Maguindanao",7.2011794,124.4772345,FALSE,
Maguindanao,Pagagawan,"Pagagawan, Maguindanao",COMELEC Office Pagagawan,"OEO, COMELEC, Pagagawan, Maguindanao",7.0765425,124.7484223,FALSE,
Maguindanao,Pagalungan,"Pagalungan, Maguindanao",COMELEC Office Pagalungan,"Municipal Hall Compound, Poblacion, Pagalungan, Maguindanao",7.0579428,124.6991988,TRUE,
Maguindanao,Paglat,"Paglat, Maguindanao",COMELEC Office Paglat,"OEO, COMELEC, Paglat, Maguindanao",6.7806618,124.7850687,FALSE,
Maguindanao,Pandag,"Pandag, Maguindanao",COMELEC Office Pandag,"COMELEC Bldg, Malangit, Pandag, Maguindanao",6.7418734,124.7828103,FALSE,
Maguindanao,Parang,"Parang, Maguindanao",COMELEC Office Parang,"OEO, COMELEC, Parang, Maguindanao",7.3764598,124.2680923,FALSE,
Maguindanao,Rajah Buayan,"Rajah Buayan, Maguindanao",COMELEC Office Rajah Buayan,"Office of the Municipal Election Officer, Municipal Compound, Sapakan, Rajah Buayan, Maguindanaoo",6.9092101,124.5527244,TRUE,
Maguindanao,Shariff Aguak,"Shariff Aguak, Maguindanao",COMELEC Office Shariff Aguak,"Shariff Aguak Municipality Compound, Poblacion II, Shariff Aguak, Maguindanao",6.8610172,124.4444871,TRUE,
Maguindanao,Shariff Saydona Mustapha,"Shariff Saydona Mustapha, Maguindanao",COMELEC Office Shariff Saydona Mustapha,"Municipal Hall, Barangay Dalebong",6.9764923,124.4826161,TRUE,
Maguindanao,South Upi,"South Upi, Maguindanao",COMELEC Office South Upi,"Office of the Election Officer, Municipal Compound, Romongaob, South Upi, Maguindanao",6.8537883,124.1436,TRUE,
Maguindanao,Sultan Kudarat,"Sultan Kudarat, Maguindanao",COMELEC Office Sultan Kudarat,"2nd Floor, Municipal Bldg., Dalumangcob, Sultan Kudarat, Maguindanao",7.2796469,124.3038532,TRUE,
Maguindanao,Sultan Mastura,"Sultan Mastura, Maguindanao",COMELEC Office Sultan Mastura,"OEO, COMELEC, Sultan Mastura, Maguindanao",7.3031886,124.2812845,FALSE,
Maguindanao,Sultan Sa Barongis,"Sultan Sa Barongis, Maguindanao",COMELEC Office Sultan Sa Barongis,"Municipal Hall Compound, Barurao, Sultan Sa Barongis, Maguindanao",6.882038,124.6018117,TRUE,
Maguindanao,Talayan,"Talayan, Maguindanao",COMELEC Office Talayan,"OEO, COMELEC, Talayan, Maguindanao",6.9845517,124.3559797,FALSE,
Maguindanao,Talitay,"Talitay, Maguindanao",COMELEC Office Talitay,"OEO, COMELEC, Talitay, Maguindanao",7.0352285,124.3747503,FALSE,
Marinduque,Boac,"Boac, Marinduque",COMELEC Office Boac,"3rd Floor, Left Wing Municipal Government Bldg. Brgy. Isok I, Boac, Marinduque",13.4469207,121.8416045,TRUE,9985543328
Marinduque,Buenavista,"Buenavista, Marinduque",COMELEC Office Buenavista,"Old Municipal Bldg. Brgy. Uno, Buenavista, Marinduque",13.2547446,121.9436522,TRUE,9257082193
Marinduque,Gasan,"Gasan, Marinduque",COMELEC Office Gasan,"Gov't Building Beside Barangay Uno Barangay Hall, National Road, Barangay Uno (Pob.), Gasan, Marinduque",13.3239199,121.8466277,FALSE,9178507952
Marinduque,Mogpog,"Mogpog, Marinduque",COMELEC Office Mogpog,"Ground Floor, ABC Bldg., Dona Aurora Street, Market Site, Mogpog, Marinduque",13.4737615,121.860663,FALSE,None
Marinduque,Santa Cruz,"Santa Cruz, Marinduque",COMELEC Office Santa Cruz,"Old Municipal High School Building,Pilapil Street, Brgy. Maharlika, Santa Cruz, Marinduque",13.4763975,122.0278552,TRUE,9615460625
Marinduque,Torrijos,"Torrijos, Marinduque",COMELEC Office Torrijos,"2nd Floor OSCA Bldg., Zamora St., Corner Magsaysay St., Brgy. Poblacion, Torrijos, Marinduque",13.3186924,122.0858558,FALSE,9778366620
Masbate,AROROY,"AROROY, Masbate",COMELEC Office AROROY,"POBLACION, DIMASALANG, MASBATE",12.5118501,123.3975552,FALSE,9288066168
Masbate,BALENO,"BALENO, Masbate",COMELEC Office BALENO,"MUNICIPAL BUILDING, POBLACION, BALENO, MASBATE",12.4738762,123.4975215,TRUE,9392846177
Masbate,BALUD,"BALUD, Masbate",COMELEC Office BALUD,"REVIL APARTMENT, MEDINA ST., MASBATE CITY",12.0376477,123.1930116,FALSE,09479917679 /09175018370
Masbate,BATUAN,"BATUAN, Masbate",COMELEC Office BATUAN,"BATUAN, MASBATE",12.4216283,123.779537,FALSE,9988857214
Masbate,CATAINGAN,"CATAINGAN, Masbate",COMELEC Office CATAINGAN,"POBLACION, CATAINGAN, MASBATE",12.0019869,123.9936494,FALSE,9613634946
Masbate,CAWAYAN,"CAWAYAN, Masbate",COMELEC Office CAWAYAN,"BRGY. CALIPAY, MASBATE CITY",11.9294909,123.7687091,FALSE,09462635819 09773948946
Masbate,CLAVERIA,"CLAVERIA, Masbate",COMELEC Office CLAVERIA,"CLAVERIA, MASBATE",12.9034794,123.2457124,FALSE,9294997948
Masbate,DIMASALANG,"DIMASALANG, Masbate",COMELEC Office DIMASALANG,"OFFICE OF THE ELECTION OFFICER COMMISSION ON ELECTIONS MUNICIPAL HALL COMPOUND, DIMASALANG, MASBATE 5403",12.1931384,123.8586018,TRUE,9091859538
Masbate,ESPERANZA,"ESPERANZA, Masbate",COMELEC Office ESPERANZA,"GROUND FLOOR, ANNEX BUILDING, MUNICIPAL COMPOUND, ESPERANZA, MASBATE",11.7365759,124.0420206,TRUE,9385174501
Masbate,MANDAON,"MANDAON, Masbate",COMELEC Office MANDAON,"NAILABAN, MANDAON, MASBATE",12.2262908,123.2841489,FALSE,"SMART: 09077910202, GLOBE: 09053791395"
Masbate,Masbate City,"Masbate City, Masbate",COMELEC Office Masbate City,"OFFICE OF THE CITY ELECTION OFFICER (OCEO), SUSANA BLDG., CITY HALL COMPOUND, BRGY. KALIPAY, CITY OF MASBATE",12.3710899,123.6239223,TRUE,(056)3336970
Masbate,MILAGROS,"MILAGROS, Masbate",COMELEC Office MILAGROS,"OFFICE OF THE ELECTION OFFICER, OLD MUNICIPAL BUILDING, MILAGROS, MASBATE 5410",12.218165,123.5093507,TRUE,NONE
Masbate,MOBO,"MOBO, Masbate",COMELEC Office MOBO,"OEOMOBO, MASBATE",12.3366103,123.6580769,FALSE,9396009024
Masbate,MONREAL,"MONREAL, Masbate",COMELEC Office MONREAL,"MUNICIPAL HALL COMPOUND, POBLACION, MONREAL, MASBATE",12.6441423,123.6637788,TRUE,9501604433
Masbate,PALANAS,"PALANAS, Masbate",COMELEC Office PALANAS,"JP RIZAL ST. POBLACION, MANDAON, MASBATE",12.1459982,123.9222245,FALSE,9126275331
Masbate,Pio V Corpuz,"Pio V Corpuz, Masbate",COMELEC Office Pio V Corpuz,"OFFICE OF THE ELECTION OFFICER, MUNICIPAL COMPOUND, PIO V. CORPUS, MASBATE",11.8837245,124.0489113,TRUE,9089570418
Masbate,PLACER,"PLACER, Masbate",COMELEC Office PLACER,"POBLACION, PLACER,MASBATE",11.8684861,123.9170806,FALSE,9338566808
Masbate,SAN FERNANDO,"SAN FERNANDO, Masbate",COMELEC Office SAN FERNANDO,"OFFICE OF THE ELECTION OFFICER MUNICIPAL HALL COMPOUND, SAN FERNANDO MASBATE 5418 MASBATE",12.4830672,123.7633301,TRUE,9089559634
Masbate,SAN JACINTO,"SAN JACINTO, Masbate",COMELEC Office SAN JACINTO,"BARANGAY DISTRICT NO. 3, MUNICIPAL BUILDING LGU,SAN JACINTO, MASBATE",12.5677,123.7337,TRUE,09984329065/09456555606
Masbate,SAN PASCUAL,"SAN PASCUAL, Masbate",COMELEC Office SAN PASCUAL,"3RD FLOOR MDRRM BLDG., LGU COMPOUND, SAN PASCUAL, MASBATE",13.1281379,122.9775855,FALSE,09509040410 / 09182259870
Masbate,USON,"USON, Masbate",COMELEC Office USON,"OEO, USON, MASBATE",12.2253,123.7834,FALSE,9325628089
Misamis Occidental,ALORAN,"ALORAN, Misamis Occidental",COMELEC Office ALORAN,"Purok 4, ern Poblacion, Baliangao Misamis Occidental",8.4164194,123.8210876,FALSE,9173146548
Misamis Occidental,BALIANGAO,"BALIANGAO, Misamis Occidental",COMELEC Office BALIANGAO,"P2 Zamora Aloran,Misamis Occidental",8.6600628,123.6027934,FALSE,9554866988
Misamis Occidental,BONIFACIO,"BONIFACIO, Misamis Occidental",COMELEC Office BONIFACIO,"Poblacion, Bonifacio, Misamis Occidental",8.0517195,123.6139112,FALSE,9073319030
Misamis Occidental,CALAMBA,"CALAMBA, Misamis Occidental",COMELEC Office CALAMBA,"Calamba, Mis Occ",8.558237,123.644047,FALSE,9989581672
Misamis Occidental,CLARIN,"CLARIN, Misamis Occidental",COMELEC Office CLARIN,"Clarin Municipal Hall, Poblacion I, Clarin, Misamis Occidental",8.1998924,123.8616135,TRUE,"09177018351, 09073112230"
Misamis Occidental,CONCEPCION,"CONCEPCION, Misamis Occidental",COMELEC Office CONCEPCION,"OEOConcepcion, Mis. Occ.",8.4214052,123.6049086,FALSE,9778352276
Misamis Occidental,Don Victoriano Chiongbian,"Don Victoriano Chiongbian, Misamis Occidental",COMELEC Office Don Victoriano Chiongbian,"OEO, Municipal Gymnasium, Don Victoriano, Mis. Occ.",8.2492223,123.5673621,TRUE,09106981222/09365492901
Misamis Occidental,JIMENEZ,"JIMENEZ, Misamis Occidental",COMELEC Office JIMENEZ,JIMENEZ,8.3343655,123.8400281,FALSE,"Smart # 09101719218, Globe # 09171229817"
Misamis Occidental,LOPEZ JAENA,"LOPEZ JAENA, Misamis Occidental",COMELEC Office LOPEZ JAENA,"OEO, LOPEZ JAENA, MIS. OCC.",8.5530838,123.7657748,FALSE,9488807349
Misamis Occidental,OROQUIETA CITY,"OROQUIETA CITY, Misamis Occidental",COMELEC Office OROQUIETA CITY,"OEO, TOWN CENTER, CANUBAY, OROQUIETA CITY, MISAMIS OCCIDENTAL",8.4858864,123.8077767,FALSE,885210530
Misamis Occidental,OZAMIS CITY,"OZAMIS CITY, Misamis Occidental",COMELEC Office OZAMIS CITY,"BAYBAY, SAN ROQUE, OZAMIZ CITY, MIS. OCC.",8.1470175,123.8459793,FALSE,9173252408
Misamis Occidental,PANAON,"PANAON, Misamis Occidental",COMELEC Office PANAON,"OEO, Municipal Hall, Poblacion, Panaon, Mis. Occ",8.362795,123.8409132,TRUE,9186591888
Misamis Occidental,PLARIDEL,"PLARIDEL, Misamis Occidental",COMELEC Office PLARIDEL,"Municipal Auditorium, ern Poblacion, Plaridel, Misamis Occidental",8.6198081,123.7113727,TRUE,9077032954
Misamis Occidental,SAPANG DALAGA,"SAPANG DALAGA, Misamis Occidental",COMELEC Office SAPANG DALAGA,"167A, Zone 6, Bonbon, Cagayan De Oro City, Misamis Oriental",8.5412258,123.5664004,FALSE,09173278130 09088600470
Misamis Occidental,SINACABAN,"SINACABAN, Misamis Occidental",COMELEC Office SINACABAN,"BLISS, POBLACION, SINACABAN, MIS. OCC.",8.2852116,123.8431094,FALSE,9461784073
Misamis Occidental,TANGUB CITY,"TANGUB CITY, Misamis Occidental",COMELEC Office TANGUB CITY,"SINANDULOY CULTURAL CETNER, TANGUB CITY",8.0613627,123.7535344,FALSE,9158829174
Misamis Occidental,TUDELA,"TUDELA, Misamis Occidental",COMELEC Office TUDELA,"OEO, MUNICIPAL HALL, CENTRO NAPU, TUDELA, MIS. OCC.",8.24301,123.8454731,TRUE,9162755820
Misamis Oriental,Alubijid,"Alubijid, Misamis Oriental",COMELEC Office Alubijid,"Poblacion, Alubijid",8.5704786,124.4711949,FALSE,0917-726-8321
Misamis Oriental,Balingasag,"Balingasag, Misamis Oriental",COMELEC Office Balingasag,"Poblacion,, Balingasag",8.7428634,124.7755689,FALSE,9176260742
Misamis Oriental,Balingoan,"Balingoan, Misamis Oriental",COMELEC Office Balingoan,"Poblacion, Balingoan",9.0032728,124.8441452,FALSE,09264118790 09173140562
Misamis Oriental,Binuangan,"Binuangan, Misamis Oriental",COMELEC Office Binuangan,"Poblacion, Binuangan",8.9202256,124.785402,FALSE,9156788295
Misamis Oriental,Cagayan de Oro City,"Cagayan de Oro City, Misamis Oriental",COMELEC Office Cagayan de Oro City,"Burgos‚ÄìCruzTaal Sts., Brgy. 7, Cagayan de Oro City",8.4754878,124.6421317,FALSE,09177220909/(088)882-2345
Misamis Oriental,Claveria,"Claveria, Misamis Oriental",COMELEC Office Claveria,"Poblacion, Claveria",8.6119415,124.8933887,FALSE,0917-659-1496
Misamis Oriental,El Salvador City,"El Salvador City, Misamis Oriental",COMELEC Office El Salvador City,"Poblacion, El Salvador City",8.5606937,124.5227662,FALSE,0916-750-8899
Misamis Oriental,Gingoog City,"Gingoog City, Misamis Oriental",COMELEC Office Gingoog City,"Gingoog City, Misamis Oriental",8.8242682,125.1041806,FALSE,9177720530
Misamis Oriental,Gitagum,"Gitagum, Misamis Oriental",COMELEC Office Gitagum,"Poblacion, Gitagum",8.5944139,124.4057538,FALSE,0965-559-1888
Misamis Oriental,Initao,"Initao, Misamis Oriental",COMELEC Office Initao,"Poblacion, Initao",8.4975425,124.3056107,FALSE,0915-423-8705/0917-677-0417
Misamis Oriental,Jasaan,"Jasaan, Misamis Oriental",COMELEC Office Jasaan,"Upper Jasaan, Jasaan",8.6504031,124.7547085,FALSE,9155801421
Misamis Oriental,Kinoguitan,"Kinoguitan, Misamis Oriental",COMELEC Office Kinoguitan,"Poblacion, Kinoguitan",8.9840257,124.7911165,FALSE,9268966737
Misamis Oriental,Lagonglong,"Lagonglong, Misamis Oriental",COMELEC Office Lagonglong,"Poblacion, Lagonglong",8.8056492,124.7908105,FALSE,9067045600
Misamis Oriental,Laguindingan,"Laguindingan, Misamis Oriental",COMELEC Office Laguindingan,"Poblacion, Laguindingan",8.5747178,124.4408927,FALSE,0945-214-2011
Misamis Oriental,Libertad,"Libertad, Misamis Oriental",COMELEC Office Libertad,"Poblacion, Libertad",8.5611762,124.353274,FALSE,0997-859-7130
Misamis Oriental,Lugait,"Lugait, Misamis Oriental",COMELEC Office Lugait,"Poblacion, Lugait",8.3433165,124.2624284,FALSE,0977-803-9852
Misamis Oriental,Magsaysay,"Magsaysay, Misamis Oriental",COMELEC Office Magsaysay,"Poblacion, Magsaysay",9.0193202,125.1805417,FALSE,9177712698
Misamis Oriental,Manticao,"Manticao, Misamis Oriental",COMELEC Office Manticao,"Poblacion, Manticao",8.401413,124.2911264,FALSE,0936-889-6688
Misamis Oriental,Medina,"Medina, Misamis Oriental",COMELEC Office Medina,"Poblacion, Medina",8.9109697,125.0217793,FALSE,9273211103
Misamis Oriental,Naawan,"Naawan, Misamis Oriental",COMELEC Office Naawan,"Poblacion, Naawan",8.4336209,124.2909727,FALSE,555-0269/0936-800-2441
Misamis Oriental,Opol,"Opol, Misamis Oriental",COMELEC Office Opol,"Poblacion, Opol",8.5212429,124.5747574,FALSE,0917-626-0312
Misamis Oriental,Salay,"Salay, Misamis Oriental",COMELEC Office Salay,"Poblacion, Salay",8.8579516,124.7888998,FALSE,9263151073
Misamis Oriental,Sugbongcogon,"Sugbongcogon, Misamis Oriental",COMELEC Office Sugbongcogon,"Poblacion, Sugbongcogon",8.9553203,124.7853015,FALSE,9151814472
Misamis Oriental,Tagoloan,"Tagoloan, Misamis Oriental",COMELEC Office Tagoloan,"Poblacion, Tagoloan",8.5391668,124.7538494,FALSE,0917-795-6791/(088)890-4335
Misamis Oriental,Talisayan,"Talisayan, Misamis Oriental",COMELEC Office Talisayan,"Poblacion, Talisayan",8.9974839,124.8846137,FALSE,9173251783
Misamis Oriental,Villanueva,"Villanueva, Misamis Oriental",COMELEC Office Villanueva,"New Municipal Hall Building, Villanueva",8.5837261,124.7698576,TRUE,0936-176-3421
Mountain Province,BARLIG,"BARLIG, Mountain Province",COMELEC Office BARLIG,"Municipal BLDG., Pob., Barlig, Mtn. Province",17.0409263,121.0997536,TRUE,
Mountain Province,BAUKO,"BAUKO, Mountain Province",COMELEC Office BAUKO,"Mun. Bldg., Abatan, Bauko, Mt. Province",16.9902652,120.865329,TRUE,
Mountain Province,BESAO,"BESAO, Mountain Province",COMELEC Office BESAO,"Mun. Bldg., Kiniway, Besao, Mt. Province",17.0955228,120.8565903,TRUE,
Mountain Province,BONTOC,"BONTOC, Mountain Province",COMELEC Office BONTOC,"3rd Flr., Public Market, Pob. Bontoc.",17.0891276,120.977394,FALSE,
Mountain Province,NATONIN,"NATONIN, Mountain Province",COMELEC Office NATONIN,"Justice Hall Bldg., Pob. Natonin, Mt. Province",17.108396,121.2737757,FALSE,
Mountain Province,PARACELIS,"PARACELIS, Mountain Province",COMELEC Office PARACELIS,"Hospital Cmpd., Pob. Paracelis, Mt. Province",17.1809095,121.4036126,FALSE,
Mountain Province,SABANGAN,"SABANGAN, Mountain Province",COMELEC Office SABANGAN,"Mun. Bldg., Pob., Sabangan, Mt. Prov.",17.0035277,120.9236583,TRUE,
Mountain Province,SADANGA,"SADANGA, Mountain Province",COMELEC Office SADANGA,"Mun. Bldg., Pob., Sadanga, Mt. Province",17.1681987,121.0263351,TRUE,
Mountain Province,SAGADA,"SAGADA, Mountain Province",COMELEC Office SAGADA,"Mun. Bldg., Pob., Sagada, Mt. Province",17.0844848,120.9005584,TRUE,
Mountain Province,TADIAN,"TADIAN, Mountain Province",COMELEC Office TADIAN,"Mun. Bldg., Pob., Tadian, Mt. Province",16.9957868,120.8218214,TRUE,
NCR,Caloocan (District 1),"Caloocan (District 1), NCR",COMELEC Office Caloocan (District 1),"G/F City Hall Bldg. Annex, North Caloocan, Caloocan City",14.75051082,121.0539143,TRUE,(02) 8962-3531
NCR,Caloocan (District 2),"Caloocan (District 2), NCR",COMELEC Office Caloocan (District 2),"1st Floor, Justice Hall Bldg., 10th Avenue, Caloocan City",14.65116946,120.9743993,TRUE,(02) 8930-6168
NCR,Las Piñas,"Las Piñas, NCR",COMELEC Office Las Piñas,"Las Piñas City Hall Annex, Alabang-Zapote Rd., Las Piñas City",14.44952089,120.9825544,TRUE,8802-2960/ (02) 8839-0695
NCR,Makati,"Makati, NCR",COMELEC Office Makati,"Old General Pio del Pilar High School Building, F. Zobel St. cor. Morong St., Poblacion, Makati City",14.57039289,121.0277584,TRUE,(02) 8 843 - 7268/(02) 8 844 - 3155
NCR,Malabon,"Malabon, NCR",COMELEC Office Malabon,"Malabon City Hall (Annex), F. Sevilla Blvd., Tañong, Malabon City",14.65716279,120.9502781,TRUE,(02) 8281-4999 Loc. 1006 
NCR,Mandaluyong,"Mandaluyong, NCR",COMELEC Office Mandaluyong,"Ground Floor (beside Post Office), New Hall of Justice, City Hall Compound, Maysilo Circle, Mandaluyong City",14.57763146,121.0346062,TRUE,532-2486/ 8470-3689
NCR,Manila,"Manila, NCR",COMELEC Office Manila (All Districts),"2nd & 3rd Floor, Geriatrics Foundation Bldg., Lion's Road cor. Arroceros, Manila",14.59291634,120.9819986,TRUE,8528-0622/8527-5079/8528-0618/8527-9681/8528-0620/8528-0614/8527-6068
NCR,Marikina,"Marikina, NCR",COMELEC Office Marikina (All Districts),"3rd Floor, Market Place, 8 W. Paz, Marikina City",14.63267299,121.0957161,TRUE,(02) 8646-1665/(02) 8646-1666
NCR,Muntinlupa,"Muntinlupa, NCR",COMELEC Office Muntinlupa,"4th Floor, Ayala Malls South Park, National Rd., Alabang, Muntinlupa City",14.41165407,121.0464683,TRUE,8845-4632
NCR,Navotas,"Navotas, NCR",COMELEC Office Navotas,"1st Floor, City Hall Annex Bldg., Navotas City",14.65830741,120.948031,TRUE,8376-9162
NCR,Parañaque,"Parañaque, NCR",COMELEC Office Parañaque (All Districts),"3rd Floor, Left Wing, City Hall Bldg., San Antonio, Parañaque City",14.47061592,121.0222228,TRUE,8776-8077/ 825-9836
NCR,Pasay,"Pasay, NCR",COMELEC Office Pasay (All Districts),"Former Pasay City Public Library, Pasadena cor. F. B. Harrison St., Pasay City",14.54421668,120.9945509,TRUE,8551-0595/8551-0393
NCR,Pasig,"Pasig, NCR",COMELEC Office Pasig (All Districts),"Pasig City Hall Complex, Caruncho Ave., Brgy. San Nicolas, Pasig City (Former BIR Bldg.)",14.55960877,121.0811258,TRUE,8641-1924 / 09178048154 / 8641-1924 / 09178048154
NCR,Pateros,"Pateros, NCR",COMELEC Office Pateros (All Districts),"4th Floor Municipal Bldg. G. De Borja St., Pateros, Metro Manila",14.54220956,121.0645263,TRUE,8643-9902
NCR,Quezon City,"Quezon City, NCR",COMELEC Office Quezon City (All Districts),"2nd-7th Floors, Bautista Bldg., Misamis St., Brgy. Bago Bantay, QC",14.65919031,121.0292939,TRUE,
NCR,San Juan,"San Juan, NCR",COMELEC Office San Juan,"San Juan Plaza Mayor (beside BFP Agora), N. Domingo St., San Juan City",14.60604154,121.023061,TRUE,8693-7504
NCR,Taguig,"Taguig, NCR",COMELEC Office Taguig,"Municipal Bldg. Annex, Gen A. Luna St., Brgy. Tuktukan, Taguig City",14.52901157,121.069993,TRUE,9616995671
NCR,Valenzuela,"Valenzuela, NCR",COMELEC Office Valenzuela (All Districts),"Valenzuela City Hall Annex, Valenzuela City",14.69226382,120.9689687,TRUE,8352-3000 / 8443-0236 / 8352-3000 Local 143
Negros Occidental,Bacolod City,"Bacolod City, Negros Occidental",COMELEC Office Bacolod City,"Bays Center. San Juan St., Brgy. 12, Bacolod City, Negros Occidental",10.6762836,122.9513786,FALSE,(034) 7000574
Negros Occidental,Bago City,"Bago City, Negros Occidental",COMELEC Office Bago City,"Old DPWH, Engineering Office, Bago City Public Market, Brgy. Poblacion, Bago City, Negros Occidental",10.5401492,122.8357049,FALSE,(034) 4611244
Negros Occidental,Binalbagan,"Binalbagan, Negros Occidental",COMELEC Office Binalbagan,"Municipal Hall Building, Brgy. San Pedro, Binalbagan, Negros Occidental",10.1940763,122.8644542,TRUE,
Negros Occidental,Cadiz City,"Cadiz City, Negros Occidental",COMELEC Office Cadiz City,"City Engineer's Compound, Brgy. Zone 1, Cadiz City, Negros Occidental",10.956652,123.3057034,FALSE,
Negros Occidental,Calatrava,"Calatrava, Negros Occidental",COMELEC Office Calatrava,"Municipal Hall, Nat'l Highway, Brgy. Look, Calatrava, Negros Occidenta",10.5940442,123.4763844,TRUE,
Negros Occidental,Candoni,"Candoni, Negros Occidental",COMELEC Office Candoni,"Municipal Hall, Rizal St., Brgy. West, Candoni, Negros Occidental",9.8306756,122.6429611,TRUE,
Negros Occidental,Cauayan,"Cauayan, Negros Occidental",COMELEC Office Cauayan,"San Pablo St., Brgy. Poblacion, Cauayan, Negros Occidental",9.972222,122.624444,FALSE,
Negros Occidental,Enrique B Magalona,"Enrique B Magalona, Negros Occidental",COMELEC Office Enrique B Magalona,"Celina FontanillaGamboa Memorial Hall. Brgy., 1, E.B. Magalona, Negros Occidental",10.8770717,122.9814106,FALSE,
Negros Occidental,Escalante City,"Escalante City, Negros Occidental",COMELEC Office Escalante City,"City Hall, Gomez St., Brgy, Balintawak, Escalante City, Negros Occidenta",10.8412679,123.4992627,TRUE,347243058
Negros Occidental,Himamaylan City,"Himamaylan City, Negros Occidental",COMELEC Office Himamaylan City,"City Hall, Vallega St., Himamaylan City, Negros Occidental",10.0992841,122.870539,TRUE,343883557
Negros Occidental,Hinigaran,"Hinigaran, Negros Occidental",COMELEC Office Hinigaran,"Municipal Hall Bldg., Aguilar St., Brgy. III (Pob), Hinigaran, Negros Occidental",10.2713832,122.8519909,TRUE,
Negros Occidental,Hinoba An,"Hinoba An, Negros Occidental",COMELEC Office Hinoba An,"Annex Bldg., Municipal Hall, Purok 3, Brgy. 1 (Pob), Hinobaan, Negros Occidental",9.6021766,122.4670994,TRUE,
Negros Occidental,Ilog,"Ilog, Negros Occidental",COMELEC Office Ilog,"Ilog, MultiPurpose GYM, Mabini St. Ilog Negros Occidental",10.0256251,122.7682414,FALSE,
Negros Occidental,Isabela,"Isabela, Negros Occidental",COMELEC Office Isabela,"Municipal Hall, Brgy. 4 (Pob), Isabela, Negros Occidental",10.2036952,122.9881449,TRUE,
Negros Occidental,Kabankalan City,"Kabankalan City, Negros Occidental",COMELEC Office Kabankalan City,"Purok 2, Brgy. Talubangi, Kabankalan City, Negros Occidental",9.9889153,122.8134802,FALSE,344713167
Negros Occidental,La Carlota City,"La Carlota City, Negros Occidental",COMELEC Office La Carlota City,"G/F City Hall Bldg., Yunque St., Brgy. 2, La Carlota City, Negros Occidental",10.425356,122.9224865,TRUE,
Negros Occidental,La Castellana,"La Castellana, Negros Occidental",COMELEC Office La Castellana,"Municipal Hall, Bonifacio St., Brgy. Robles, La Castellana, Negros Occidental",10.3230498,123.0187418,TRUE,
Negros Occidental,Manapla,"Manapla, Negros Occidental",COMELEC Office Manapla,"Daniel G. Gustilo Municipal Cottage House, Duyungan St., Brgy.1B,, Manapla, Negros Occidental",10.9591466,123.1234936,TRUE,
Negros Occidental,Moises Padilla,"Moises Padilla, Negros Occidental",COMELEC Office Moises Padilla,"Old Municipal Hall, Bldg., Rizal St., Brgy. 5, Moises Padilla, Negros Occidental",10.270745,123.0734088,TRUE,
Negros Occidental,Murcia,"Murcia, Negros Occidental",COMELEC Office Murcia,"Municipal Bldg., Brgy. 3, Rizal St., Murcia, Negros Occidental",10.6066483,123.0404676,TRUE,
